"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"181463","数据资产_STD(#23)","/版本迭代测试用例/v6.4.9/【数据安全】数据表权限分配支持通配符匹配批量配置权限(#10305)","","数据安全 行列级权限验证 验证仅勾选DDL权限时「是否开启行列权限配置」开关不显示","已登录admin管理员账号，已配置可用的数据源「测试数据源_Doris」","1. 进入【数据安全-数据权限管理-权限分配】页面，点击【新增】按钮
2. 在「数据源」字段选择「测试数据源_Doris」，在第1行「数据库」字段选择「test_db」，「数据表」选择「user_info」
3. 在「表级权限」区域仅勾选「DDL」，不勾选「DQL」和「DML」
4. 查看表单中「是否开启行列权限配置」开关是否显示","1. 成功进入【权限分配-新增】页面
2. 「数据源」「数据库」「数据表」字段均正常选中
3. 「DDL」复选框已勾选，「DQL」和「DML」复选框未勾选
4. 表单中「是否开启行列权限配置」开关区域不显示","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","向林","2026-03-18","","0000-00-00","1","",""
"181462","数据资产_STD(#23)","/版本迭代测试用例/v6.4.9/【数据安全】数据表权限分配支持通配符匹配批量配置权限(#10305)","","数据安全 行列级权限验证 验证行列权限配置后数据查询时列级过滤和行级条件均实际生效","| admin管理员已为用户「testUser01」新增权限策略：数据源「测试数据源_Doris」，数据库「test_db」，数据表「user_info」，表权限「DQL」；已开启行列权限配置，列级权限勾选「id」「name」「dept」（排除「salary」），行级权限条件「dept = 研发」<br>执行Doris DDL: CREATE TABLE test_db.user_info(id INT,name VARCHAR(50),dept VARCHAR(20),salary DECIMAL(10,2))ENGINE=OLAP DUPLICATE KEY(id)DISTRIBUTED BY HASH(id)BUCKETS 1;INSERT INTO test_db.user_info VALUES(1,张三,研发,15000.00),(2,李四,市场,8000.00),(3,王五,研发,18000.00);","1. 登录「testUser01」账号
2. 进入【元数据-数据地图】页面，搜索「user_info」并进入该表详情页
3. 点击「数据预览」标签，查看展示的列名和数据行内容","1. 成功登录「testUser01」账号
2. 成功进入「test_db.user_info」数据表详情页
3. 数据预览仅展示「id」「name」「dept」三列（salary 列不显示）；行数据仅展示 dept=研发 的记录（id=1 张三、id=3 王五），id=2 李四（市场部门）的记录不显示","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","2","3","通过","向林","2026-03-18","","0000-00-00","1","",""
"181460","数据资产_STD(#23)","/版本迭代测试用例/v6.4.9/【数据安全】数据表权限分配支持通配符匹配批量配置权限(#10305)","","数据安全 我的权限查看 验证通配符无匹配结果时我的权限列表正常展示","admin管理员已为用户「testUser01」新增权限策略：数据源「测试数据源_Doris」，数据库「test_db」，数据表通配符「xyz_nonexist*」；「test_db」下无任何以「xyz_nonexist」开头的表","1. 登录「testUser01」账号
2. 进入【数据安全-数据权限管理-我的权限查看】页面
3. 查看权限列表中数据源「测试数据源_Doris」下数据库「test_db」的数据表内容","1. 成功登录「testUser01」账号
2. 成功进入【我的权限查看】页面，页面正常加载无报错
3. 该数据源下数据库「test_db」对应的数据表列表为空或无匹配记录，页面无异常报错，不影响其他权限记录的正常展示","1. 
2. 
3.","","3","功能测试","功能测试阶段","正常","0","1","3","通过","向林","2026-03-18","","0000-00-00","1","",""
"181459","数据资产_STD(#23)","/版本迭代测试用例/v6.4.9/【数据安全】数据表权限分配支持通配符匹配批量配置权限(#10305)","","数据安全 我的权限查看 验证新建符合通配符规则的表后权限自动生效","| admin管理员已为用户「testUser01」新增权限策略：数据源「测试数据源_Doris」，数据库「test_db」，数据表通配符「user*」，表权限「DQL」<br>执行Doris：CREATE DATABASE test_db;CREATE TABLE test_db.user_info(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;CREATE TABLE test_db.user_detail(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;INSERT INTO test_db.user_info VALUES(1),(2);INSERT INTO test_db.user_detail VALUES(1),(2);","1. 使用admin账号，在离线开发「test_db」数据库中新建一张表「user_address」
2. 登录「testUser01」账号
3. 进入【数据安全-数据权限管理-我的权限查看】页面
4. 查看权限列表中是否包含新建的「user_address」表","1. 表「user_address」创建成功
2. 成功登录「testUser01」账号
3. 成功进入【我的权限查看】页面
4. 权限列表中展示新建的「user_address」表，该表符合通配符「user*」的匹配规则，权限自动生效，无需重新分配","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","向林","2026-03-18","","0000-00-00","1","",""
"181458","数据资产_STD(#23)","/版本迭代测试用例/v6.4.9/【数据安全】数据表权限分配支持通配符匹配批量配置权限(#10305)","","数据安全 我的权限查看 验证通配符分配的权限在数据地图中实际生效","admin管理员已为用户「testUser01」新增以下权限策略（均在数据源「测试数据源_Doris」下）：<br>通配符ab*：test_db库，表名前缀「user*」（匹配user_info、user_detail、user_log）<br>通配符*cd：test_db库，表名后缀「*_info」（匹配user_info、order_info、product_info）<br>通配符ab*cd：test_db库，表名「order*detail」（匹配order_detail等）<br>通配符*ab*：test_db库，表名包含「order」（匹配order_info、order_detail等）<br>执行Doris DDL：CREATE DATABASE test_db;CREATE TABLE test_db.user_info(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;CREATE TABLE test_db.user_detail(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;CREATE TABLE test_db.user_log(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;CREATE TABLE test_db.order_info(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;CREATE TABLE test_db.product_info(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;CREATE TABLE test_db.order_detail(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;INSERT INTO test_db.user_info VALUES(1);INSERT INTO test_db.user_detail VALUES(1);INSERT INTO test_db.user_log VALUES(1);INSERT INTO test_db.order_info VALUES(1);INSERT INTO test_db.product_info VALUES(1);INSERT INTO test_db.order_detail VALUES(1);","1. 登录「testUser01」账号
2. 进入【元数据-数据地图】页面
3. 依次搜索并验证以下表是否可访问：user_info、user_detail、user_log、order_info、product_info、order_detail
4. 点击进入每个表的详情页，查看数据预览","1. 成功登录「testUser01」账号
2. 成功进入【数据地图】页面
3. 所有6个表的搜索结果均能找到，并按权限规则分类：
- ab*匹配：user_info✓、user_detail✓、user_log✓
- _info匹配：user_info✓、order_info✓、product_info✓
- abcd匹配：order_detail✓
- order匹配：order_info✓、order_detail✓
4. 所有表的数据预览正常展示，说明DQL权限在数据地图中已生效","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","2","4","通过","向林","2026-03-18","","0000-00-00","1","",""
"181457","数据资产_STD(#23)","/版本迭代测试用例/v6.4.9/【数据安全】数据表权限分配支持通配符匹配批量配置权限(#10305)","","数据安全 我的权限查看 验证通配符匹配的表在我的权限查看列表中正确展示","| admin管理员已为用户「testUser01」新增权限策略：数据源「测试数据源_Doris」，数据库「test_db」，数据表通配符「user*」，表权限「DQL」，有效期「永久」；「test_db」下存在表「user_info」「user_detail」「user_log」「order_info」执行DDL:CREATE DATABASE test_db;CREATE TABLE user_info(id BIGINT,name VARCHAR(100))ENGINE=OLAP DUPLICATE KEY(id)DISTRIBUTED BY HASH(id)BUCKETS 1;INSERT INTO user_info VALUES(1,&#039;Alice&#039;),(2,&#039;Bob&#039;);CREATE TABLE user_detail(id BIGINT,user_id BIGINT)ENGINE=OLAP DUPLICATE KEY(id)DISTRIBUTED BY HASH(id)BUCKETS 1;INSERT INTO user_detail VALUES(1,1),(2,2);CREATE TABLE order_info(id BIGINT,order_id VARCHAR(50))ENGINE=OLAP DUPLICATE KEY(id)DISTRIBUTED BY HASH(id)BUCKETS 1;INSERT INTO order_info VALUES(1,&#039;ORD001&#039;),(2,&#039;ORD002&#039;);CREATE TABLE product_info(id BIGINT,product_id VARCHAR(50))ENGINE=OLAP DUPLICATE KEY(id)DISTRIBUTED BY HASH(id)BUCKETS 1;INSERT INTO product_info VALUES(1,&#039;PROD001&#039;),(2,&#039;PROD002&#039;);<br>执行Doris：CREATE DATABASE test_db;CREATE TABLE test_db.user_info(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;CREATE TABLE test_db.user_detail(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;CREATE TABLE test_db.user_log(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;CREATE TABLE test_db.order_info(id INT)ENGINE=OLAP DUPLICATE KEY(id)BUCKETS 1;INSERT INTO test_db.user_info VALUES(1),(2);INSERT INTO test_db.user_detail VALUES(1),(2);INSERT INTO test_db.user_log VALUES(1),(2);INSERT INTO test_db.order_info VALUES(1),(2);","1. 登录「testUser01」账号
2. 进入【数据安全-数据权限管理-我的权限查看】页面
3. 查看权限列表中数据源「测试数据源_Doris」下的数据表","1. 成功登录「testUser01」账号
2. 成功进入【我的权限查看】页面，页面正常加载
3. 权限列表中展示符合通配符「user*」匹配规则的表：「user_info」「user_detail」「user_log」，不展示不匹配的表「order_info」","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","2","3","通过","向林","2026-03-18","","0000-00-00","1","",""
"181455","数据资产_STD(#23)","/版本迭代测试用例/v6.4.9/【数据安全】数据表权限分配支持通配符匹配批量配置权限(#10305)","","数据安全 权限分配 详情 验证抽屉详情页正确展示通配符配置内容","已登录admin管理员账号，已存在一条权限记录：数据库「test_db」，数据表通配符「user*」，表权限「DQL」","1. 进入【数据安全-数据权限管理-权限分配】页面
2. 点击使用了通配符配置的权限记录的数据源名称链接，打开详情抽屉
3. 查看权限范围区域中「数据库」和「数据表」字段的展示内容","1. 成功进入【权限分配】列表页
2. 抽屉详情页成功打开，展示该记录的权限详情信息，包括权限范围、表权限、有效期等
3. 权限范围中「数据库」显示「test_db」，「数据表」显示通配符配置内容「user*」，与列表中展示一致","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","向林","2026-03-18","","0000-00-00","1","",""
"181454","数据资产_STD(#23)","/版本迭代测试用例/v6.4.9/【数据安全】数据表权限分配支持通配符匹配批量配置权限(#10305)","","数据安全 权限分配 列表 验证通配符配置内容在列表数据表字段中正确展示","已登录admin管理员账号，已存在一条使用通配符「user*」配置的权限记录","1. 进入【数据安全-数据权限管理-权限分配】页面
2. 查看使用了通配符配置的权限记录行中「数据表」字段的展示内容","1. 成功进入【权限分配】列表页
2. 该记录的「数据表」字段展示通配符配置内容「user*」，能够区分出该条记录使用的是通配符方式而非具体表选择","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","向林","2026-03-18","","0000-00-00","1","",""
"181452","数据资产_STD(#23)","/版本迭代测试用例/v6.4.9/【数据安全】数据表权限分配支持通配符匹配批量配置权限(#10305)","","数据安全 权限分配 列表 验证权限分配列表中数据库字段去重展示","已登录admin管理员账号，已新增一条权限策略，其中两行均选择了数据库「test_db」（第1行选择表「user_info」，第2行通配符「order*」）","1. 进入【数据安全-数据权限管理-权限分配】页面
2. 查看该权限记录的「数据库」字段展示内容","1. 成功进入【权限分配】列表页
2. 该记录的「数据库」字段去重展示，仅显示一个「test_db」，未重复展示","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","向林","2026-03-18","","0000-00-00","1","",""
"181451","数据资产_STD(#23)","/版本迭代测试用例/v6.4.9/【数据安全】数据表权限分配支持通配符匹配批量配置权限(#10305)","","数据安全 权限分配 列表 验证权限分配列表新增策略名称字段列","已登录admin管理员账号，已存在策略名称为「前缀匹配策略」的权限记录和策略名称为空的权限记录","1. 进入【数据安全-数据权限管理-权限分配】页面
2. 查看列表表头是否包含「策略名称」字段列
3. 查看策略名称为「前缀匹配策略」的记录行和策略名称为空的记录行","1. 成功进入【权限分配】列表页
2. 列表表头包含「策略名称」字段列
3. 策略名称为「前缀匹配策略」的记录行该列显示「前缀匹配策略」；策略名称为空的记录行该列显示为空或「-」","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","向林","2026-03-18","","0000-00-00","1","",""
